gene_symbol,entrez_id,ensembl_gene_id,mgi_gene_id,uniprot_id,family_id,sf_id,family_name,subfamily_name
Igfbp4,,,MGI:96439,,PTHR11551,PTHR11551:SF7,INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN,INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 4
Igfbp5,,,MGI:96440,,PTHR11551,PTHR11551:SF4,INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN,INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 5
Igfbp6,,,MGI:96441,,PTHR11551,PTHR11551:SF14,INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN,INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 6
Igfbp7,,,MGI:1352480,,PTHR14186,PTHR14186:SF15,INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN-RELATED,INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 7
Igfbpl1,,,MGI:1933198,,PTHR14186,PTHR14186:SF16,INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN-RELATED,INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN-LIKE 1
Igfl3,,,MGI:2685426,,PTHR34827,PTHR34827:SF5,INSULIN GROWTH FACTOR-LIKE FAMILY MEMBER 3-RELATED,INSULIN GROWTH FACTOR-LIKE FAMILY MEMBER 3
Igflr1,,,MGI:3655979,,PTHR14657,PTHR14657:SF2,IGF-LIKE FAMILY RECEPTOR 1,IGF-LIKE FAMILY RECEPTOR 1
Igfn1,,,MGI:3045352,,PTHR13817,PTHR13817:SF66,TITIN,IMMUNOGLOBULIN-LIKE AND FIBRONECTIN TYPE III DOMAIN-CONTAINING PROTEIN 1
Igh-J,,,MGI:96461,,PTHR23266,PTHR23266:SF219,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 441-RELATED
Igh-VJ558,,,MGI:96486,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Igh-VX24,,,MGI:96492,,PTHR23266,PTHR23266:SF219,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 441-RELATED
Igha,,,MGI:96444,,PTHR23266,PTHR23266:SF68,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY CONSTANT ALPHA 1-RELATED
Ighd,,,MGI:96447,,PTHR23266,PTHR23266:SF254,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MC101-RELATED
Ighe,,,MGI:2685746,,PTHR23266,PTHR23266:SF90,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY CONSTANT EPSILON
Ighg,,,MGI:2144967,,PTHR23266,PTHR23266:SF83,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY CONSTANT GAMMA 1-RELATED
Ighg1,,,MGI:96446,,PTHR23266,PTHR23266:SF331,IMMUNOGLOBULIN HEAVY CHAIN,"IG GAMMA-1 CHAIN C REGION, MEMBRANE-BOUND FORM"
Ighg2a,,,MGI:96443,,PTHR23266,PTHR23266:SF83,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY CONSTANT GAMMA 1-RELATED
Ighg2b,,,MGI:96445,,PTHR23266,PTHR23266:SF83,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY CONSTANT GAMMA 1-RELATED
Ighg2c,,,MGI:2686979,,PTHR23266,PTHR23266:SF83,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY CONSTANT GAMMA 1-RELATED
Ighg3,,,MGI:2144790,,PTHR23266,PTHR23266:SF207,IMMUNOGLOBULIN HEAVY CHAIN,IG GAMMA-2C CHAIN C REGION
Ighm,,,MGI:96448,,PTHR23266,PTHR23266:SF120,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY CONSTANT MU
Ighmbp2,,,MGI:99954,,PTHR43788,PTHR43788:SF2,DNA2/NAM7 HELICASE FAMILY MEMBER,DNA-BINDING PROTEIN SMUBP-2
Ighv1-11,,,MGI:5009835,,PTHR23266,PTHR23266:SF278,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 1-46
Ighv1-12,,,MGI:3646284,,PTHR23266,PTHR23266:SF220,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 1-62-3-RELATED
Ighv1-15,,,MGI:4439782,,PTHR23266,PTHR23266:SF278,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 1-46
Ighv1-16,,,MGI:3647704,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-18,,,MGI:4439780,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-19,,,MGI:4439779,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-20,,,MGI:3644607,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-22,,,MGI:4439784,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-23,,,MGI:3815050,,PTHR23266,PTHR23266:SF278,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 1-46
Ighv1-24,,,MGI:3815052,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-26,,,MGI:4439641,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-31,,,MGI:4439889,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-34,,,MGI:4439659,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-36,,,MGI:4439639,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-37,,,MGI:4439640,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-39,,,MGI:4439888,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-4,,,MGI:4439618,,PTHR23266,PTHR23266:SF278,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 1-46
Ighv1-42,,,MGI:3704123,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-43,,,MGI:3704124,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-47,,,MGI:4439890,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-49,,,MGI:4439754,,PTHR23266,PTHR23266:SF299,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION-RELATED
Ighv1-5,,,MGI:3704121,,PTHR23266,PTHR23266:SF278,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 1-46
Ighv1-50,,,MGI:4439753,,PTHR23266,PTHR23266:SF220,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 1-62-3-RELATED
Ighv1-52,,,MGI:4439752,,PTHR23266,PTHR23266:SF220,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 1-62-3-RELATED
Ighv1-53,,,MGI:3576502,,PTHR23266,PTHR23266:SF220,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 1-62-3-RELATED
Ighv1-54,,,MGI:3647133,,PTHR23266,PTHR23266:SF299,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION-RELATED
Ighv1-55,,,MGI:4439716,,PTHR23266,PTHR23266:SF312,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 36-65-RELATED
Ighv1-56,,,MGI:4439715,,PTHR23266,PTHR23266:SF299,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION-RELATED
Ighv1-58,,,MGI:4439557,,PTHR23266,PTHR23266:SF312,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 36-65-RELATED
Ighv1-59,,,MGI:3644474,,PTHR23266,PTHR23266:SF220,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 1-62-3-RELATED
Ighv1-61,,,MGI:4439824,,PTHR23266,PTHR23266:SF220,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 1-62-3-RELATED
Ighv1-62-2,,,MGI:3644968,,PTHR23266,PTHR23266:SF332,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION VH558 A1/A4-RELATED
Ighv1-62-3,,,MGI:3648544,,PTHR23266,PTHR23266:SF220,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 1-62-3-RELATED
Ighv1-63,,,MGI:3642755,,PTHR23266,PTHR23266:SF312,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 36-65-RELATED
Ighv1-64,,,MGI:4439789,,PTHR23266,PTHR23266:SF220,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 1-62-3-RELATED
Ighv1-66,,,MGI:4439825,,PTHR23266,PTHR23266:SF299,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION-RELATED
Ighv1-67,,,MGI:3645228,,PTHR23266,PTHR23266:SF196,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 108A-RELATED
Ighv1-69,,,MGI:4439632,,PTHR23266,PTHR23266:SF220,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 1-62-3-RELATED
Ighv1-7,,,MGI:3704122,,PTHR23266,PTHR23266:SF278,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 1-46
Ighv1-72,,,MGI:4439633,,PTHR23266,PTHR23266:SF220,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 1-62-3-RELATED
Ighv1-74,,,MGI:4439634,,PTHR23266,PTHR23266:SF220,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 1-62-3-RELATED
Ighv1-75,,,MGI:4439735,,PTHR23266,PTHR23266:SF299,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION-RELATED
Ighv1-76,,,MGI:4439737,,PTHR23266,PTHR23266:SF332,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION VH558 A1/A4-RELATED
Ighv1-77,,,MGI:4439670,,PTHR23266,PTHR23266:SF332,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION VH558 A1/A4-RELATED
Ighv1-78,,,MGI:4439736,,PTHR23266,PTHR23266:SF332,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION VH558 A1/A4-RELATED
Ighv1-80,,,MGI:4439738,,PTHR23266,PTHR23266:SF332,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION VH558 A1/A4-RELATED
Ighv1-81,,,MGI:4439635,,PTHR23266,PTHR23266:SF299,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION-RELATED
Ighv1-82,,,MGI:4439671,,PTHR23266,PTHR23266:SF332,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION VH558 A1/A4-RELATED
Ighv1-84,,,MGI:3644235,,PTHR23266,PTHR23266:SF332,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION VH558 A1/A4-RELATED
Ighv1-85,,,MGI:3645723,,PTHR23266,PTHR23266:SF299,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION-RELATED
Ighv1-9,,,MGI:4439621,,PTHR23266,PTHR23266:SF312,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 36-65-RELATED
Ighv10-1,,,MGI:4439620,,PTHR23266,PTHR23266:SF292,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 10-1-RELATED
Ighv10-3,,,MGI:3648785,,PTHR23266,PTHR23266:SF292,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 10-1-RELATED
Ighv11-1,,,MGI:4439535,,PTHR23266,PTHR23266:SF95,IMMUNOGLOBULIN HEAVY CHAIN,SUBFAMILY NOT NAMED
Ighv11-2,,,MGI:4947968,,PTHR23266,PTHR23266:SF95,IMMUNOGLOBULIN HEAVY CHAIN,SUBFAMILY NOT NAMED
Ighv12-3,,,MGI:3646760,,PTHR23266,PTHR23266:SF150,IMMUNOGLOBULIN HEAVY CHAIN,SUBFAMILY NOT NAMED
Ighv13-2,,,MGI:3705861,,PTHR23266,PTHR23266:SF313,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 3-15
Ighv14-1,,,MGI:4439920,,PTHR23266,PTHR23266:SF299,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION-RELATED
Ighv14-2,,,MGI:4439607,,PTHR23266,PTHR23266:SF299,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION-RELATED
Ighv14-3,,,MGI:4439764,,PTHR23266,PTHR23266:SF299,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION-RELATED
Ighv14-4,,,MGI:4439765,,PTHR23266,PTHR23266:SF299,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION-RELATED
Ighv15-2,,,MGI:4947963,,PTHR23266,PTHR23266:SF299,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION-RELATED
Ighv16-1,,,MGI:3643819,,PTHR23266,PTHR23266:SF246,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION H8-RELATED
Ighv2-2,,,MGI:4439894,,PTHR23266,PTHR23266:SF254,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MC101-RELATED
Ighv2-3,,,MGI:4439872,,PTHR23266,PTHR23266:SF254,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MC101-RELATED
Ighv2-4,,,MGI:3643263,,PTHR23266,PTHR23266:SF254,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MC101-RELATED
Ighv2-5,,,MGI:4439517,,PTHR23266,PTHR23266:SF254,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MC101-RELATED
Ighv2-6,,,MGI:4439518,,PTHR23266,PTHR23266:SF254,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MC101-RELATED
Ighv2-6-8,,,MGI:4439811,,PTHR23266,PTHR23266:SF254,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MC101-RELATED
Ighv2-7,,,MGI:4439521,,PTHR23266,PTHR23266:SF254,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MC101-RELATED
Ighv2-9,,,MGI:4439624,,PTHR23266,PTHR23266:SF254,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MC101-RELATED
Ighv2-9-1,,,MGI:4439519,,PTHR23266,PTHR23266:SF254,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MC101-RELATED
Ighv3-1,,,MGI:4439534,,PTHR23266,PTHR23266:SF311,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 4-28-RELATED
Ighv3-3,,,MGI:3643949,,PTHR23266,PTHR23266:SF311,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 4-28-RELATED
Ighv3-4,,,MGI:3644034,,PTHR23266,PTHR23266:SF311,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 4-28-RELATED
Ighv3-5,,,MGI:3648045,,PTHR23266,PTHR23266:SF311,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 4-28-RELATED
Ighv3-6,,,MGI:4439856,,PTHR23266,PTHR23266:SF311,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 4-28-RELATED
Ighv3-8,,,MGI:3645298,,PTHR23266,PTHR23266:SF328,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 36-60
Ighv4-1,,,MGI:4439536,,PTHR23266,PTHR23266:SF219,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION 441-RELATED
Ighv5-12,,,MGI:4439516,,PTHR23266,PTHR23266:SF316,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 3-13
Ighv5-12-4,,,MGI:3645977,,PTHR23266,PTHR23266:SF316,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 3-13
Ighv5-15,,,MGI:4439812,,PTHR23266,PTHR23266:SF269,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 3-11-RELATED
Ighv5-16,,,MGI:4439556,,PTHR23266,PTHR23266:SF208,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 5-16
Ighv5-17,,,MGI:4439533,,PTHR23266,PTHR23266:SF269,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 3-11-RELATED
Ighv5-2,,,MGI:4439893,,PTHR23266,PTHR23266:SF316,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 3-13
Ighv5-4,,,MGI:4439895,,PTHR23266,PTHR23266:SF316,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 3-13
Ighv5-6,,,MGI:4439815,,PTHR23266,PTHR23266:SF316,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 3-13
Ighv5-9,,,MGI:4439873,,PTHR23266,PTHR23266:SF316,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 3-13
Ighv5-9-1,,,MGI:4439810,,PTHR23266,PTHR23266:SF316,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 3-13
Ighv6-3,,,MGI:4439854,,PTHR23266,PTHR23266:SF114,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION AMPC1-RELATED
Ighv6-4,,,MGI:3704120,,PTHR23266,PTHR23266:SF114,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION AMPC1-RELATED
Ighv6-5,,,MGI:3647134,,PTHR23266,PTHR23266:SF114,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION AMPC1-RELATED
Ighv6-6,,,MGI:4439619,,PTHR23266,PTHR23266:SF114,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION AMPC1-RELATED
Ighv6-7,,,MGI:3644477,,PTHR23266,PTHR23266:SF114,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION AMPC1-RELATED
Ighv7-1,,,MGI:4439622,,PTHR23266,PTHR23266:SF246,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION H8-RELATED
Ighv7-2,,,MGI:4439623,,PTHR23266,PTHR23266:SF152,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MOPC 47A-RELATED
Ighv7-3,,,MGI:4439766,,PTHR23266,PTHR23266:SF152,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MOPC 47A-RELATED
Ighv7-4,,,MGI:4439763,,PTHR23266,PTHR23266:SF152,IMMUNOGLOBULIN HEAVY CHAIN,IG HEAVY CHAIN V REGION MOPC 47A-RELATED
Ighv8-11,,,MGI:3644925,,PTHR23266,PTHR23266:SF263,IMMUNOGLOBULIN HEAVY CHAIN,SUBFAMILY NOT NAMED
Ighv8-12,,,MGI:3642873,,PTHR23266,PTHR23266:SF330,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 2-70-RELATED
Ighv8-13,,,MGI:4439734,,PTHR23266,PTHR23266:SF330,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 2-70-RELATED
Ighv8-2,,,MGI:3647474,,PTHR23266,PTHR23266:SF326,IMMUNOGLOBULIN HEAVY CHAIN,RCG64228
Ighv8-4,,,MGI:3646040,,PTHR23266,PTHR23266:SF330,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 2-70-RELATED
Ighv8-5,,,MGI:3645478,,PTHR23266,PTHR23266:SF263,IMMUNOGLOBULIN HEAVY CHAIN,SUBFAMILY NOT NAMED
Ighv8-6,,,MGI:3645823,,PTHR23266,PTHR23266:SF330,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 2-70-RELATED
Ighv8-8,,,MGI:3815333,,PTHR23266,PTHR23266:SF330,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 2-70-RELATED
Ighv8-9,,,MGI:3644475,,PTHR23266,PTHR23266:SF330,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 2-70-RELATED
Ighv9-1,,,MGI:4439911,,PTHR23266,PTHR23266:SF286,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 7-4-1
Ighv9-2,,,MGI:3643816,,PTHR23266,PTHR23266:SF286,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 7-4-1
Ighv9-3,,,MGI:3642720,,PTHR23266,PTHR23266:SF286,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 7-4-1
Ighv9-4,,,MGI:3646379,,PTHR23266,PTHR23266:SF286,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN HEAVY VARIABLE 7-4-1
Igip,,,MGI:1924271,,PTHR39224,PTHR39224:SF1,IGA-INDUCING PROTEIN HOMOLOG,IGA-INDUCING PROTEIN HOMOLOG
Igkc,,,MGI:96495,,PTHR23266,PTHR23266:SF79,IMMUNOGLOBULIN HEAVY CHAIN,IMMUNOGLOBULIN KAPPA CONSTANT
Igkv1-110,,,MGI:4439558,,PTHR23267,PTHR23267:SF278,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 2-29
Igkv1-117,,,MGI:4439721,,PTHR23267,PTHR23267:SF278,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 2-29
Igkv1-122,,,MGI:4439722,,PTHR23267,PTHR23267:SF278,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 2-29
Igkv1-131,,,MGI:3645551,,PTHR23267,PTHR23267:SF427,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 2-30-RELATED
Igkv1-132,,,MGI:3648800,,PTHR23267,PTHR23267:SF427,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 2-30-RELATED
Igkv1-133,,,MGI:3648380,,PTHR23267,PTHR23267:SF427,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 2-30-RELATED
Igkv1-135,,,MGI:3819952,,PTHR23267,PTHR23267:SF427,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 2-30-RELATED
Igkv1-35,,,MGI:4439612,,PTHR23267,PTHR23267:SF377,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 1-35
Igkv1-88,,,MGI:4439828,,PTHR23267,PTHR23267:SF278,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 2-29
Igkv1-99,,,MGI:4439724,,PTHR23267,PTHR23267:SF278,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 2-29
Igkv10-94,,,MGI:3646140,,PTHR23267,PTHR23267:SF216,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 1D-43
Igkv10-95,,,MGI:3644598,,PTHR23267,PTHR23267:SF422,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 10-95
Igkv10-96,,,MGI:4439561,,PTHR23267,PTHR23267:SF216,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 1D-43
Igkv11-125,,,MGI:3642338,,PTHR23267,PTHR23267:SF440,IMMUNOGLOBULIN LIGHT CHAIN,IG KAPPA CHAIN V-V REGION J606-RELATED
Igkv12-38,,,MGI:4439614,,PTHR23267,PTHR23267:SF215,IMMUNOGLOBULIN LIGHT CHAIN,IG KAPPA CHAIN V-V REGION MOPC 149-RELATED
Igkv12-41,,,,,PTHR23267,PTHR23267:SF215,IMMUNOGLOBULIN LIGHT CHAIN,IG KAPPA CHAIN V-V REGION MOPC 149-RELATED
Igkv12-44,,,MGI:4439775,,PTHR23267,PTHR23267:SF215,IMMUNOGLOBULIN LIGHT CHAIN,IG KAPPA CHAIN V-V REGION MOPC 149-RELATED
Igkv12-46,,,MGI:4439773,,PTHR23267,PTHR23267:SF215,IMMUNOGLOBULIN LIGHT CHAIN,IG KAPPA CHAIN V-V REGION MOPC 149-RELATED
Igkv12-89,,,MGI:4439829,,PTHR23267,PTHR23267:SF215,IMMUNOGLOBULIN LIGHT CHAIN,IG KAPPA CHAIN V-V REGION MOPC 149-RELATED
Igkv12-98,,,MGI:4439560,,PTHR23267,PTHR23267:SF402,IMMUNOGLOBULIN LIGHT CHAIN,IMMUNOGLOBULIN KAPPA VARIABLE 12-98
Igkv13-84,,,MGI:96514,,PTHR23267,PTHR23267:SF401,IMMUNOGLOBULIN LIGHT CHAIN,SUBFAMILY NOT NAMED
